orderNumber,item,dateIssued,dateChanged,orderStatus,orderTotalValue,approvedBy,supplierVendorCode,productSku,quantity,unitPrice,deliveryDate,still_to_be_delivered_qty,still_to_be_delivered_value,still_to_be_invoiced_qty,still_to_be_invoiced_value,contractReference,paymentTerms,requisitioner,costCenter
PO-5ce1d96257,4,2025-06-06 23:24:42,2025-06-27 23:24:42,Closed,67362.20999999999,Cynthia Kennedy,SUP-46d916b1,PROD-f1b76f,73,922.77,2025-07-12 23:24:42,0,0.0,73,67362.20999999999,,Net 30,Joshua Schroeder,CC-160
PO-10e9c14de5,1,2024-04-22 14:31:57,2024-05-14 14:31:57,Pending Approval,23273.399999999998,Sergio Castillo,SUP-aff7db91,PROD-fee5a8,60,387.89,2024-05-07 14:31:57,60,23273.399999999998,60,23273.399999999998,CTR-a62d2e29cd,Net 60,Aimee Harris,CC-152
PO-10e9c14de5,2,2024-04-22 14:31:57,2024-04-26 14:31:57,Partially Received,17241.84,Ashley Harrison,SUP-aff7db91,PROD-58f4ab,99,174.16,2024-04-30 14:31:57,90,15674.4,90,15674.4,,Net 30,Ana Cook,CC-152
PO-8b7241e004,1,2023-12-25 11:38:08,2023-12-28 11:38:08,Issued,49735.799999999996,Tammy Johnson,SUP-d496eb3d,PROD-b5b045,60,828.93,2024-01-16 11:38:08,21,17407.53,38,31499.339999999997,,Net 30,Jacob Hall,CC-148
PO-8b7241e004,2,2023-12-25 11:38:08,2023-12-27 11:38:08,Draft,60084.3,Kara Horton,SUP-d496eb3d,PROD-6d704a,74,811.95,2024-02-09 11:38:08,74,60084.3,74,60084.3,CTR-ee4030ee16,Net 60,Emily Logan,CC-148
PO-8b7241e004,3,2023-12-25 11:38:08,2024-01-01 11:38:08,Closed,3946.7000000000003,Michael Griffith,SUP-d496eb3d,PROD-3df99f,5,789.34,2024-02-20 11:38:08,0,0.0,4,3157.36,,Net 60,Victoria Jennings,CC-148
PO-8b7241e004,4,2023-12-25 11:38:08,2024-01-06 11:38:08,Partially Received,18251.52,Jordan Webster,SUP-d496eb3d,PROD-949d7b,96,190.12,2024-02-06 11:38:08,35,6654.2,80,15209.6,,Net 90,Johnny Alvarez,CC-148
PO-71999fd8dc,1,2025-09-12 18:35:25,2025-09-20 18:35:25,Closed,12333.25,Allen Murphy,SUP-4ccc28f8,PROD-ad764f,25,493.33,2025-10-10 18:35:25,0,0.0,21,10359.93,,Net 60,Tami Cook,CC-174
PO-71999fd8dc,2,2025-09-12 18:35:25,2025-10-03 18:35:25,Pending Approval,2122.12,Edward Moore,SUP-4ccc28f8,PROD-15b9c4,77,27.56,2025-09-20 18:35:25,77,2122.12,77,2122.12,,Net 90,Robert Aguirre,CC-174
PO-7041a86af5,1,2024-06-04 21:42:05,2024-06-27 21:42:05,Pending Approval,6373.29,Nicole Williams,SUP-91cd49f0,PROD-7099f0,33,193.13,2024-08-03 21:42:05,33,6373.29,33,6373.29,,Net 30,Melissa Woodard,CC-156
PO-7041a86af5,2,2024-06-04 21:42:05,2024-06-26 21:42:05,Closed,12281.22,Grant Ray,SUP-91cd49f0,PROD-43d532,18,682.29,2024-07-29 21:42:05,0,0.0,17,11598.93,,Net 90,James Sloan,CC-156
PO-7041a86af5,3,2024-06-04 21:42:05,2024-06-17 21:42:05,Issued,67822.88,Matthew Luna,SUP-91cd49f0,PROD-c245f9,94,721.52,2024-06-15 21:42:05,32,23088.64,64,46177.28,,Net 90,Joel Moore,CC-156
PO-7041a86af5,4,2024-06-04 21:42:05,2024-06-19 21:42:05,Closed,17876.239999999998,Janet Rosario,SUP-91cd49f0,PROD-fee5a8,73,244.88,2024-07-12 21:42:05,0,0.0,7,1714.1599999999999,,Net 60,Mary Rogers,CC-156
PO-2e64325b91,1,2024-08-29 05:04:46,2024-08-30 05:04:46,Closed,20985.36,Jennifer Garcia,SUP-d31dcd2f,PROD-4011d4,88,238.47,2024-09-05 05:04:46,0,0.0,18,4292.46,CTR-6cfeee53e3,Net 60,Kimberly Gonzalez,CC-136
PO-2e64325b91,2,2024-08-29 05:04:46,2024-09-14 05:04:46,Issued,72497.8,Daniel Cook,SUP-d31dcd2f,PROD-cb1527,97,747.4,2024-09-12 05:04:46,7,5231.8,38,28401.2,,Net 60,Scott Barton,CC-136
PO-2e64325b91,3,2024-08-29 05:04:46,2024-09-18 05:04:46,Pending Approval,37134.93,Mark Roberts,SUP-d31dcd2f,PROD-c9282b,41,905.73,2024-09-13 05:04:46,41,37134.93,41,37134.93,CTR-9444beb4fa,Net 60,Kim Booth,CC-136
PO-760e278160,1,2024-04-14 00:30:49,2024-04-26 00:30:49,Issued,38419.020000000004,Martin Martin,SUP-3b07b7de,PROD-d4f04d,61,629.82,2024-05-06 00:30:49,3,1889.46,37,23303.34,CTR-1641f8f6ab,Net 30,David Reed,CC-162
PO-760e278160,2,2024-04-14 00:30:49,2024-04-16 00:30:49,Closed,714.65,Ryan Rogers,SUP-3b07b7de,PROD-4a8c21,1,714.65,2024-05-10 00:30:49,0,0.0,0,0.0,,Net 30,Danny Bentley,CC-162
PO-760e278160,3,2024-04-14 00:30:49,2024-05-11 00:30:49,Cancelled,22636.8,Laura Lee,SUP-3b07b7de,PROD-ab0b6f,30,754.56,2024-05-06 00:30:49,30,22636.8,30,22636.8,CTR-7cf48e5047,Net 60,Amanda Pugh,CC-162
PO-760e278160,4,2024-04-14 00:30:49,2024-05-11 00:30:49,Closed,41897.96,David Norris,SUP-3b07b7de,PROD-64f1eb,52,805.73,2024-05-05 00:30:49,0,0.0,51,41092.23,,Net 90,Edward Roberts,CC-162
PO-f504188cd2,1,2024-11-27 15:00:35,2024-12-15 15:00:35,Partially Received,3268.32,David Solomon,SUP-6047ac25,PROD-ad9854,88,37.14,2024-12-27 15:00:35,8,297.12,38,1411.32,,Net 90,Todd Taylor,CC-108
PO-f504188cd2,2,2024-11-27 15:00:35,2024-12-08 15:00:35,Approved,36780.590000000004,Susan Crawford,SUP-6047ac25,PROD-725f6a,37,994.07,2024-12-18 15:00:35,37,36780.590000000004,37,36780.590000000004,,Net 30,Henry Proctor,CC-108
PO-f504188cd2,3,2024-11-27 15:00:35,2024-12-14 15:00:35,Draft,41612.0,Dylan Morton,SUP-6047ac25,PROD-52f2c3,100,416.12,2025-01-05 15:00:35,100,41612.0,100,41612.0,CTR-2b47b7f0b1,Net 30,James Ryan,CC-108
PO-979acc6545,1,2025-03-10 19:25:27,2025-03-27 19:25:27,Closed,48778.17,Kendra Bell,SUP-79c48927,PROD-25dd54,69,706.93,2025-03-17 19:25:27,0,0.0,16,11310.88,,Net 30,David Smith,CC-160
PO-979acc6545,2,2025-03-10 19:25:27,2025-03-24 19:25:27,Closed,51198.63,Anthony Stanley,SUP-79c48927,PROD-72bccd,87,588.49,2025-03-28 19:25:27,0,0.0,47,27659.03,,Net 30,Rhonda Hale,CC-160
PO-979acc6545,3,2025-03-10 19:25:27,2025-03-28 19:25:27,Closed,8059.349999999999,Tiffany Ramirez,SUP-79c48927,PROD-2bb54f,65,123.99,2025-04-09 19:25:27,0,0.0,65,8059.349999999999,,Net 90,Christopher Church,CC-160
PO-979acc6545,4,2025-03-10 19:25:27,2025-03-21 19:25:27,Draft,90873.92,Veronica Caldwell,SUP-79c48927,PROD-64f1eb,92,987.76,2025-03-28 19:25:27,92,90873.92,92,90873.92,,Net 60,Vanessa Henderson,CC-160
PO-979acc6545,5,2025-03-10 19:25:27,2025-03-12 19:25:27,Rejected,958.65,Keith Diaz,SUP-79c48927,PROD-2b1f58,35,27.39,2025-04-19 19:25:27,35,958.65,35,958.65,,Net 30,Jeffrey Porter,CC-160
PO-f1be1135e3,1,2025-03-10 03:07:05,2025-03-30 03:07:05,Closed,10635.37,John Collins,SUP-4228189e,PROD-ad9854,17,625.61,2025-04-01 03:07:05,0,0.0,3,1876.83,CTR-b5d2e2093e,Net 30,Joshua Munoz,CC-145
PO-f1be1135e3,2,2025-03-10 03:07:05,2025-03-22 03:07:05,Closed,64995.96000000001,Mitchell Taylor,SUP-4228189e,PROD-ad764f,76,855.21,2025-04-17 03:07:05,0,0.0,13,11117.73,,Net 90,Timothy Rush,CC-145
PO-a3bef290c9,1,2024-06-19 17:31:42,2024-07-14 17:31:42,Issued,20488.0,Kelly Baird,SUP-acb6f64c,PROD-1fc1b5,80,256.1,2024-07-04 17:31:42,46,11780.6,46,11780.6,,Net 90,Adam Santiago,CC-108
PO-a3bef290c9,2,2024-06-19 17:31:42,2024-06-26 17:31:42,Approved,51064.83,Yolanda Austin,SUP-acb6f64c,PROD-d1bf56,69,740.07,2024-08-15 17:31:42,69,51064.83,69,51064.83,CTR-c8a498f856,Net 60,John Waller,CC-108
PO-4b41e4a5f2,1,2024-01-05 14:15:54,2024-01-17 14:15:54,Closed,5899.79,Patty Smith,SUP-e0606575,PROD-b5b045,13,453.83,2024-01-27 14:15:54,0,0.0,2,907.66,,Net 60,William Valenzuela,CC-165
PO-4b41e4a5f2,2,2024-01-05 14:15:54,2024-01-16 14:15:54,Closed,31629.5,Jessica Wallace,SUP-e0606575,PROD-b365e2,50,632.59,2024-02-07 14:15:54,0,0.0,15,9488.85,CTR-f430484dbf,Net 60,Heidi Jones,CC-165
PO-4b41e4a5f2,3,2024-01-05 14:15:54,2024-01-08 14:15:54,Closed,31539.96,Judy Reid,SUP-e0606575,PROD-cc512e,79,399.24,2024-01-17 14:15:54,0,0.0,5,1996.2,,Net 30,Tony Smith,CC-165
PO-4b41e4a5f2,4,2024-01-05 14:15:54,2024-01-27 14:15:54,Closed,23278.5,Tara Peterson,SUP-e0606575,PROD-b365e2,63,369.5,2024-02-22 14:15:54,0,0.0,8,2956.0,,Net 90,Adam Hill,CC-165
PO-4b41e4a5f2,5,2024-01-05 14:15:54,2024-01-31 14:15:54,Closed,54879.840000000004,Jasmine Gutierrez,SUP-e0606575,PROD-8e8749,69,795.36,2024-02-13 14:15:54,0,0.0,7,5567.52,,Net 90,Tammy Clark,CC-165
PO-651c61dec9,1,2024-12-21 15:17:34,2024-12-31 15:17:34,Draft,16763.24,Kimberly Carlson,SUP-ae2a9fc5,PROD-b75dad,26,644.74,2025-01-05 15:17:34,26,16763.24,26,16763.24,CTR-001ed415e7,Net 30,John Bentley,CC-176
PO-d8a033256c,1,2023-11-12 21:46:49,2023-12-11 21:46:49,Issued,34545.42,Marissa Burgess DVM,SUP-4e2222c3,PROD-c245f9,74,466.83,2023-11-28 21:46:49,34,15872.22,46,21474.18,,Net 90,Felicia Rivera,CC-120
PO-2ef12f898e,1,2025-02-21 01:43:01,2025-03-11 01:43:01,Draft,8268.48,Margaret Lynch,SUP-f23a29b3,PROD-7099f0,11,751.68,2025-03-21 01:43:01,11,8268.48,11,8268.48,CTR-db9ec63f16,Net 90,Lori Herrera,CC-156
PO-2ef12f898e,2,2025-02-21 01:43:01,2025-03-02 01:43:01,Issued,36535.86,Gary Smith,SUP-f23a29b3,PROD-6f424b,57,640.98,2025-03-20 01:43:01,18,11537.64,48,30767.04,,Net 90,Barbara Contreras,CC-156
PO-2ef12f898e,3,2025-02-21 01:43:01,2025-02-26 01:43:01,Closed,31490.25,Jason Herrera,SUP-f23a29b3,PROD-4682f0,75,419.87,2025-03-07 01:43:01,0,0.0,74,31070.38,,Net 60,Benjamin Sharp,CC-156
PO-2ef12f898e,4,2025-02-21 01:43:01,2025-02-23 01:43:01,Closed,28101.57,Danny Burke,SUP-f23a29b3,PROD-d1bf56,57,493.01,2025-03-28 01:43:01,0,0.0,47,23171.47,CTR-d06894d1b8,Net 90,Michael Johnson,CC-156
PO-f6725ef214,1,2024-09-24 09:06:29,2024-09-27 09:06:29,Issued,22705.370000000003,Kevin Farrell,SUP-25297dff,PROD-3ae91c,23,987.19,2024-11-07 09:06:29,6,5923.14,10,9871.900000000001,,Net 60,Alejandra Wilson,CC-146
PO-f6725ef214,2,2024-09-24 09:06:29,2024-09-30 09:06:29,Closed,5745.4800000000005,Elizabeth Mclean,SUP-25297dff,PROD-cb0763,6,957.58,2024-10-15 09:06:29,0,0.0,4,3830.32,,Net 90,Sandra Dennis,CC-146
PO-f6725ef214,3,2024-09-24 09:06:29,2024-10-16 09:06:29,Rejected,77559.04,Colton Stephens,SUP-25297dff,PROD-fee5a8,79,981.76,2024-10-18 09:06:29,79,77559.04,79,77559.04,CTR-43f0d24788,Net 60,Eduardo Day,CC-146
PO-f6725ef214,4,2024-09-24 09:06:29,2024-10-16 09:06:29,Partially Received,9512.96,Phillip Moreno,SUP-25297dff,PROD-4682f0,64,148.64,2024-10-10 09:06:29,13,1932.3199999999997,59,8769.759999999998,,Net 60,Terry Chen,CC-146
PO-f6725ef214,5,2024-09-24 09:06:29,2024-10-13 09:06:29,Closed,46570.23,Christina Montgomery,SUP-25297dff,PROD-c245f9,63,739.21,2024-10-29 09:06:29,0,0.0,26,19219.46,,Net 60,Hannah Sanchez,CC-146
PO-ff8d59202e,1,2023-11-12 16:46:50,2023-11-19 16:46:50,Closed,2532.25,Adam Baldwin,SUP-c9f959df,PROD-fee5a8,7,361.75,2024-01-01 16:46:50,0,0.0,4,1447.0,CTR-8a7feda9e5,Net 90,Dave Pugh,CC-140
PO-ff8d59202e,2,2023-11-12 16:46:50,2023-11-29 16:46:50,Closed,28638.72,Timothy Burke,SUP-c9f959df,PROD-be104f,64,447.48,2023-12-19 16:46:50,0,0.0,36,16109.28,,Net 60,Theresa Rose,CC-140
PO-ff8d59202e,3,2023-11-12 16:46:50,2023-12-03 16:46:50,Closed,31503.450000000004,Erin Manning,SUP-c9f959df,PROD-9fc5f6,61,516.45,2023-12-25 16:46:50,0,0.0,3,1549.3500000000001,,Net 60,Vincent Ward,CC-140
PO-ff8d59202e,4,2023-11-12 16:46:50,2023-12-08 16:46:50,Closed,16573.78,Holly Bennett,SUP-c9f959df,PROD-ad764f,74,223.97,2023-12-26 16:46:50,0,0.0,6,1343.82,,Net 60,Taylor Guerrero,CC-140
PO-ff8d59202e,5,2023-11-12 16:46:50,2023-11-21 16:46:50,Approved,11152.24,Mr. Garrett Thompson,SUP-c9f959df,PROD-9fc5f6,58,192.28,2023-12-17 16:46:50,58,11152.24,58,11152.24,,Net 30,Jose Holloway,CC-140
PO-f23279c7de,1,2023-12-05 03:22:42,2023-12-08 03:22:42,Pending Approval,691.53,Michael Gay,SUP-72589b92,PROD-4682f0,1,691.53,2023-12-24 03:22:42,1,691.53,1,691.53,,Net 90,Scott Singleton,CC-176
PO-f23279c7de,2,2023-12-05 03:22:42,2024-01-04 03:22:42,Issued,56746.08,Julie Lee,SUP-72589b92,PROD-8e8749,72,788.14,2023-12-29 03:22:42,58,45712.12,65,51229.1,,Net 30,Brianna Lewis,CC-176
PO-f23279c7de,3,2023-12-05 03:22:42,2023-12-28 03:22:42,Delivered,43116.299999999996,Jacob Sanchez,SUP-72589b92,PROD-7099f0,81,532.3,2023-12-22 03:22:42,0,0.0,27,14372.099999999999,CTR-9b4b09abd8,Net 60,Gabrielle Ramos,CC-176
PO-f23279c7de,4,2023-12-05 03:22:42,2023-12-27 03:22:42,Delivered,13180.44,Zachary Robles,SUP-72589b92,PROD-d1bf56,14,941.46,2023-12-13 03:22:42,0,0.0,1,941.46,,Net 30,Frederick Fuentes,CC-176
PO-723314a341,1,2024-12-13 15:38:14,2024-12-27 15:38:14,Pending Approval,39242.5,Veronica Morgan,SUP-ca6acbcb,PROD-1fc1b5,55,713.5,2025-01-26 15:38:14,55,39242.5,55,39242.5,CTR-5869025ca6,Net 60,Carol Higgins,CC-143
PO-723314a341,2,2024-12-13 15:38:14,2024-12-20 15:38:14,Closed,26543.79,Julie Roberts,SUP-ca6acbcb,PROD-4a8c21,49,541.71,2025-01-11 15:38:14,0,0.0,25,13542.75,CTR-ebec12ad06,Net 60,Gary Harris,CC-143
PO-723314a341,3,2024-12-13 15:38:14,2025-01-02 15:38:14,Closed,9651.51,Christy Rodriguez,SUP-ca6acbcb,PROD-8e8749,99,97.49,2025-01-25 15:38:14,0,0.0,28,2729.72,CTR-71fc13456e,Net 30,Richard Drake,CC-143
PO-723314a341,4,2024-12-13 15:38:14,2024-12-18 15:38:14,Delivered,18960.59,Samuel White,SUP-ca6acbcb,PROD-4701a9,97,195.47,2025-01-05 15:38:14,0,0.0,91,17787.77,,Net 90,Jean Bowman,CC-143
PO-25339e1eee,1,2025-02-01 17:18:12,2025-02-16 17:18:12,Issued,34118.0,Sarah Ryan MD,SUP-ca5ec489,PROD-4011d4,100,341.18,2025-02-11 17:18:12,69,23541.420000000002,75,25588.5,,Net 90,Teresa Dickson,CC-173
PO-554807b695,1,2024-04-14 19:26:52,2024-04-30 19:26:52,Closed,26221.440000000002,David Gray MD,SUP-7eb462ab,PROD-0a9474,84,312.16,2024-04-22 19:26:52,0,0.0,10,3121.6000000000004,,Net 60,Robert Howell,CC-149
PO-554807b695,2,2024-04-14 19:26:52,2024-05-06 19:26:52,Closed,65346.399999999994,Victor English,SUP-7eb462ab,PROD-4682f0,98,666.8,2024-05-09 19:26:52,0,0.0,75,50010.0,,Net 60,Cindy Henry,CC-149
PO-554807b695,3,2024-04-14 19:26:52,2024-04-30 19:26:52,Closed,878.8799999999999,Stephanie Jones,SUP-7eb462ab,PROD-25dd54,48,18.31,2024-06-12 19:26:52,0,0.0,8,146.48,,Net 90,Traci Gregory,CC-149
PO-554807b695,4,2024-04-14 19:26:52,2024-05-09 19:26:52,Issued,1535.9,Douglas Campbell,SUP-7eb462ab,PROD-d4e5a4,10,153.59,2024-05-25 19:26:52,1,153.59,8,1228.72,,Net 60,Edward Smith,CC-149
PO-e79c338edb,1,2023-12-16 20:32:49,2024-01-03 20:32:49,Closed,52295.74,Joseph Shaffer,SUP-cab4b7f2,PROD-f3daea,73,716.38,2024-02-03 20:32:49,0,0.0,30,21491.4,,Net 60,Brian Cooper,CC-122
PO-e79c338edb,2,2023-12-16 20:32:49,2024-01-08 20:32:49,Closed,1006.1099999999999,Joel Mcdonald,SUP-cab4b7f2,PROD-7099f0,7,143.73,2024-01-25 20:32:49,0,0.0,2,287.46,,Net 60,Rebecca Green,CC-122
PO-e79c338edb,3,2023-12-16 20:32:49,2024-01-12 20:32:49,Closed,3108.14,Rachel Townsend,SUP-cab4b7f2,PROD-be104f,7,444.02,2024-02-03 20:32:49,0,0.0,4,1776.08,CTR-63a5becae0,Net 30,Pamela Figueroa,CC-122
PO-e79c338edb,4,2023-12-16 20:32:49,2023-12-26 20:32:49,Approved,8364.42,Kimberly Phillips,SUP-cab4b7f2,PROD-25dd54,93,89.94,2023-12-26 20:32:49,93,8364.42,93,8364.42,,Net 60,Brittany Stephens DVM,CC-122
PO-a892825eb9,1,2024-11-01 23:59:19,2024-11-09 23:59:19,Issued,21423.850000000002,Katherine Pennington,SUP-fb85787f,PROD-ab0b6f,35,612.11,2024-11-17 23:59:19,34,20811.74,35,21423.850000000002,,Net 90,Stephen Watts,CC-148
PO-a892825eb9,2,2024-11-01 23:59:19,2024-11-10 23:59:19,Closed,2123.85,Jason Perry,SUP-fb85787f,PROD-43d532,15,141.59,2024-12-04 23:59:19,0,0.0,13,1840.67,,Net 90,Lindsay Brooks,CC-148
PO-8f035d2374,1,2024-03-10 10:52:24,2024-03-26 10:52:24,Partially Received,2564.0,Kaitlyn Rodriguez,SUP-fb469ef4,PROD-acfd80,25,102.56,2024-04-10 10:52:24,22,2256.32,25,2564.0,,Net 90,Joseph Martinez,CC-139
PO-8f035d2374,2,2024-03-10 10:52:24,2024-04-04 10:52:24,Partially Received,436.31,Charles Garcia,SUP-fb469ef4,PROD-945bd2,1,436.31,2024-03-23 10:52:24,0,0.0,0,0.0,CTR-1b4c131113,Net 30,Gregory Green,CC-139
PO-8f035d2374,3,2024-03-10 10:52:24,2024-03-13 10:52:24,Rejected,24267.600000000002,Martin Harrison,SUP-fb469ef4,PROD-b5b045,28,866.7,2024-05-01 10:52:24,28,24267.600000000002,28,24267.600000000002,,Net 90,Daniel Ramirez,CC-139
PO-01126337ea,1,2024-10-22 15:35:20,2024-10-30 15:35:20,Approved,2289.04,Shane Clark,SUP-1de8ee68,PROD-4682f0,4,572.26,2024-11-20 15:35:20,4,2289.04,4,2289.04,CTR-d59905cd76,Net 60,Gail Kent,CC-159
PO-01126337ea,2,2024-10-22 15:35:20,2024-11-11 15:35:20,Approved,3280.97,Stephen Cox,SUP-1de8ee68,PROD-b75dad,7,468.71,2024-11-12 15:35:20,7,3280.97,7,3280.97,CTR-d813ca4ab9,Net 60,Pamela Berger,CC-159
PO-01126337ea,3,2024-10-22 15:35:20,2024-10-26 15:35:20,Closed,37399.32,Janet Rodriguez,SUP-1de8ee68,PROD-3df99f,42,890.46,2024-12-20 15:35:20,0,0.0,7,6233.22,CTR-1530b438fc,Net 30,Jesus Stewart,CC-159
PO-01126337ea,4,2024-10-22 15:35:20,2024-11-20 15:35:20,Closed,71411.05,Cindy Caldwell,SUP-1de8ee68,PROD-308023,85,840.13,2024-11-22 15:35:20,0,0.0,19,15962.47,,Net 30,Billy Nichols,CC-159
PO-01126337ea,5,2024-10-22 15:35:20,2024-10-25 15:35:20,Delivered,18659.7,Melissa Howell,SUP-1de8ee68,PROD-9fc5f6,90,207.33,2024-11-30 15:35:20,0,0.0,68,14098.44,,Net 90,Richard Singleton,CC-159
PO-806e73b149,1,2025-02-28 18:35:25,2025-03-02 18:35:25,Cancelled,4651.86,Felicia Knapp,SUP-98ddc5bb,PROD-143258,62,75.03,2025-04-20 18:35:25,62,4651.86,62,4651.86,CTR-be046e47ce,Net 30,Mr. Jason Gomez,CC-125
PO-80f1b3b157,1,2024-06-29 13:54:49,2024-07-11 13:54:49,Delivered,43995.96,Karen Wagner,SUP-9ccc86ff,PROD-603bc4,54,814.74,2024-08-18 13:54:49,0,0.0,37,30145.38,,Net 90,Katherine Bridges,CC-178
PO-80f1b3b157,2,2024-06-29 13:54:49,2024-07-06 13:54:49,Partially Received,32814.03,Anthony Miles,SUP-9ccc86ff,PROD-d15ce8,59,556.17,2024-07-17 13:54:49,10,5561.7,39,21690.629999999997,CTR-2a21c8fbe7,Net 90,Brenda Thompson,CC-178
PO-29fbc1711b,1,2024-12-22 01:55:56,2025-01-05 01:55:56,Approved,48918.0,Erin Williams,SUP-e072e213,PROD-52f2c3,62,789.0,2024-12-29 01:55:56,62,48918.0,62,48918.0,,Net 90,Stephanie Ward,CC-178
PO-29fbc1711b,2,2024-12-22 01:55:56,2024-12-23 01:55:56,Partially Received,28534.36,Stephanie Taylor,SUP-e072e213,PROD-be7df3,82,347.98,2025-01-12 01:55:56,1,347.98,69,24010.620000000003,CTR-a70f430188,Net 30,Benjamin Harper,CC-178
PO-fe552c0123,1,2024-10-29 16:06:27,2024-11-26 16:06:27,Partially Received,9364.68,Jacob Lozano,SUP-25297dff,PROD-d4e5a4,13,720.36,2024-12-19 16:06:27,5,3601.8,7,5042.52,,Net 60,Chelsea Hansen,CC-142
PO-fe552c0123,2,2024-10-29 16:06:27,2024-11-21 16:06:27,Approved,29895.52,Wesley Beck,SUP-25297dff,PROD-034b1b,34,879.28,2024-11-06 16:06:27,34,29895.52,34,29895.52,CTR-b88ad1fbc5,Net 90,Anthony Fisher,CC-142
PO-cc6ed2c7c1,1,2024-12-02 19:50:34,2024-12-27 19:50:34,Rejected,4894.9800000000005,Paul Mason,SUP-657ae49c,PROD-308023,51,95.98,2024-12-12 19:50:34,51,4894.9800000000005,51,4894.9800000000005,,Net 60,Brenda Diaz,CC-124
PO-cc6ed2c7c1,2,2024-12-02 19:50:34,2024-12-11 19:50:34,Pending Approval,28310.519999999997,Robert Cooper,SUP-657ae49c,PROD-ab0b6f,42,674.06,2025-01-13 19:50:34,42,28310.519999999997,42,28310.519999999997,CTR-6c4f39d663,Net 90,Kimberly Guzman,CC-124
PO-310ffb7496,1,2024-07-14 11:58:21,2024-08-13 11:58:21,Cancelled,3327.03,Vicki Wheeler,SUP-6cb4883c,PROD-c245f9,21,158.43,2024-08-14 11:58:21,21,3327.03,21,3327.03,,Net 60,Casey Wells,CC-154
PO-310ffb7496,2,2024-07-14 11:58:21,2024-07-23 11:58:21,Closed,36593.94,Justin Watkins,SUP-6cb4883c,PROD-c9282b,87,420.62,2024-09-06 11:58:21,0,0.0,38,15983.56,,Net 30,Ann Wilkinson,CC-154
PO-310ffb7496,3,2024-07-14 11:58:21,2024-08-03 11:58:21,Approved,44352.659999999996,Renee Turner,SUP-6cb4883c,PROD-9fc5f6,51,869.66,2024-09-07 11:58:21,51,44352.659999999996,51,44352.659999999996,,Net 30,Ashley Martinez,CC-154
PO-310ffb7496,4,2024-07-14 11:58:21,2024-08-02 11:58:21,Delivered,24646.32,Kayla Lester,SUP-6cb4883c,PROD-eb5a4f,72,342.31,2024-08-28 11:58:21,0,0.0,42,14377.02,,Net 90,Alec Davis,CC-154
PO-310ffb7496,5,2024-07-14 11:58:21,2024-07-30 11:58:21,Closed,21142.06,Lisa Torres,SUP-6cb4883c,PROD-fee5a8,38,556.37,2024-08-05 11:58:21,0,0.0,9,5007.33,CTR-29e5da6494,Net 30,James Simmons,CC-154
PO-7da3a63b0f,1,2023-11-20 18:41:39,2023-12-01 18:41:39,Delivered,53058.64,Alan Johnson,SUP-d4b3882d,PROD-e290bc,76,698.14,2023-12-12 18:41:39,0,0.0,44,30718.16,,Net 60,Kimberly Hart,CC-155
PO-7da3a63b0f,2,2023-11-20 18:41:39,2023-12-17 18:41:39,Closed,32245.2,Andrew Aguilar,SUP-d4b3882d,PROD-ab0b6f,65,496.08,2023-12-09 18:41:39,0,0.0,26,12898.08,CTR-f0120b6fb5,Net 90,Angela Figueroa,CC-155
PO-e767fc112f,1,2024-06-16 06:45:02,2024-06-29 06:45:02,Closed,16957.03,Christopher Warren,SUP-df5351b0,PROD-2bb54f,67,253.09,2024-07-24 06:45:02,0,0.0,52,13160.68,CTR-650bdf1d1d,Net 60,Sean Castro,CC-151
PO-2057aa5759,1,2024-12-17 02:13:04,2024-12-19 02:13:04,Closed,25742.38,Erin Oconnor,SUP-d4b3882d,PROD-4011d4,37,695.74,2025-01-18 02:13:04,0,0.0,16,11131.84,,Net 30,John Hogan,CC-170
PO-2057aa5759,2,2024-12-17 02:13:04,2025-01-08 02:13:04,Closed,32034.149999999998,Brandon Smith,SUP-d4b3882d,PROD-3df99f,61,525.15,2025-01-09 02:13:04,0,0.0,42,22056.3,,Net 90,Mrs. Kathy Young,CC-170
PO-28980ee769,1,2025-08-07 02:04:45,2025-08-26 02:04:45,Delivered,4565.740000000001,Danielle Nicholson,SUP-587182ce,PROD-06958f,43,106.18,2025-09-10 02:04:45,0,0.0,37,3928.6600000000003,,Net 30,Christian Bush,CC-153
PO-28980ee769,2,2025-08-07 02:04:45,2025-08-21 02:04:45,Closed,13477.86,Laurie Harrison,SUP-587182ce,PROD-06958f,54,249.59,2025-08-31 02:04:45,0,0.0,20,4991.8,,Net 90,Vanessa Sims,CC-153
PO-28980ee769,3,2025-08-07 02:04:45,2025-08-30 02:04:45,Closed,1750.3200000000002,Michael Ayala,SUP-587182ce,PROD-46e754,3,583.44,2025-08-26 02:04:45,0,0.0,0,0.0,,Net 90,Michael Price,CC-153
PO-28980ee769,4,2025-08-07 02:04:45,2025-08-24 02:04:45,Delivered,5015.509999999999,Veronica Dixon,SUP-587182ce,PROD-f1b76f,17,295.03,2025-09-25 02:04:45,0,0.0,16,4720.48,CTR-ac658308b2,Net 60,Carl Martinez,CC-153
PO-28980ee769,5,2025-08-07 02:04:45,2025-09-04 02:04:45,Closed,43313.04,Steven King,SUP-587182ce,PROD-6d7c4f,72,601.57,2025-09-07 02:04:45,0,0.0,20,12031.400000000001,CTR-76a67d06f3,Net 60,Amanda Higgins,CC-153
